overall,target,summary_n_sentences,summary_n_words_per_n_sentences,summary_n_chars_per_n_words,summary_dale_chall,summary_flesch_re,summary_polarity,reviewText_n_sentences,reviewText_n_words_per_n_sentences,reviewText_n_chars_per_n_words,reviewText_dale_chall,reviewText_flesch_re,reviewText_polarity,summary_BERT,reviewText_BERT,summary_BERT_sentiment,reviewText_BERT_sentiment
3,1,1,5.0,4.0,7.04,100.24,0.2,9,11.333333333333334,3.813725490196079,6.17,86.3,0.0428571428571428,1,1,1,1
5,1,1,10.0,3.9,8.87,103.63,0.1818181818181818,13,15.384615384615383,4.53,7.77,72.46,0.0808823529411764,2,2,2,2
5,1,1,3.0,4.0,9.05,93.81,0.0,12,11.083333333333334,4.451127819548872,7.12,73.47,0.0967741935483871,1,2,1,2
5,1,1,6.0,5.666666666666667,14.46,56.93,0.1666666666666666,14,21.714285714285715,4.269736842105263,7.57,66.37,0.04375,2,1,2,1
4,1,1,6.0,4.0,0.3,116.15,0.0,5,14.6,4.136986301369863,7.07,91.31,0.0588235294117647,1,1,1,1
5,1,1,11.0,4.2727272727272725,5.62,77.23,0.1818181818181818,12,19.58333333333333,3.876595744680851,6.89,85.42,0.0656934306569343,2,2,2,2
2,1,1,4.0,4.5,7.78,75.88,0.25,3,17.333333333333332,4.230769230769231,8.63,80.31,0.0232558139534883,1,2,1,2
5,1,1,5.0,4.8,10.2,100.24,0.0,26,21.846153846153847,4.404929577464789,7.64,74.73,0.0495049504950495,1,2,1,2
5,1,1,1.0,5.0,0.05,121.22,1.0,8,12.875,4.631067961165049,6.94,75.71,0.0933333333333333,2,2,2,2
5,1,1,3.0,2.6666666666666665,0.15,119.19,0.0,7,18.428571428571427,4.255813953488372,7.19,78.89,0.0681818181818181,1,2,1,2
5,1,1,9.0,3.888888888888889,7.98,80.28,0.1111111111111111,33,18.303030303030305,4.266556291390729,7.34,78.59,0.0222929936305732,2,2,2,2
5,1,1,8.0,5.0,6.01,80.28,0.1111111111111111,9,11.22222222222222,4.198019801980198,6.45,92.53,0.0365853658536585,0,2,0,2
5,1,1,4.0,5.0,7.78,75.88,0.0,9,11.444444444444445,4.262135922330097,7.88,85.28,0.0666666666666666,1,1,1,1
5,1,1,3.0,5.0,9.05,34.59,0.25,10,18.9,3.735449735449736,6.89,78.48,0.0380952380952381,1,2,1,2
5,1,1,5.0,5.2,10.2,83.32,0.0,8,14.25,4.184210526315789,8.34,82.85,0.0833333333333333,1,2,1,2
5,1,1,3.0,5.0,9.05,119.19,0.5,4,11.5,4.304347826086956,7.3,85.18,0.048780487804878,2,0,2,0
5,1,1,3.0,5.0,14.31,119.19,0.5,32,16.625,4.203007518796992,7.49,79.9,0.0639097744360902,0,1,0,1
5,1,1,5.0,3.0,0.25,117.16,0.1666666666666666,10,14.2,3.7183098591549295,6.33,89.68,0.0337078651685393,2,2,2,2
5,1,1,3.0,4.666666666666667,9.05,59.97,0.3333333333333333,28,15.535714285714286,4.186206896551724,7.35,81.12,0.0336134453781512,2,1,2,1
5,1,1,9.0,4.555555555555555,5.84,87.72,0.1111111111111111,20,17.3,4.335260115606936,7.73,70.84,0.031578947368421,2,1,2,1
1,1,1,6.0,4.833333333333333,10.2,32.56,-0.1666666666666666,13,20.46153846153846,4.2556390977443606,7.48,75.24,0.0129032258064516,0,0,0,0
5,1,1,7.0,5.285714285714286,8.5,106.67,0.4285714285714285,7,16.571428571428573,4.293103448275862,7.77,71.85,0.074074074074074,2,2,2,2
5,1,1,4.0,6.25,7.78,50.5,0.2,11,8.0,4.295454545454546,7.7,79.56,0.0,2,2,2,2
5,1,1,3.0,7.333333333333333,14.31,34.59,0.3333333333333333,4,23.5,4.180851063829787,8.41,73.71,-0.0294117647058823,2,2,2,2
5,1,1,4.0,3.75,7.78,92.8,0.0,7,14.857142857142858,4.105769230769231,7.39,82.65,0.0,2,1,2,1
5,1,1,1.0,4.0,19.48,121.22,1.0,4,8.5,4.117647058823529,6.84,88.23,0.0714285714285714,2,2,2,2
5,1,1,3.0,3.6666666666666665,9.05,119.19,0.25,5,7.2,3.583333333333333,6.19,106.47,0.0606060606060606,2,2,2,2
3,1,1,4.0,4.75,7.78,92.8,-0.2,3,17.333333333333332,4.9423076923076925,7.58,79.6,0.024390243902439,0,0,0,0
1,1,1,5.0,5.4,10.2,66.4,-0.2,15,10.6,5.119496855345912,9.32,68.57,-0.0350877192982456,1,0,1,0
4,1,1,3.0,4.333333333333333,0.15,93.81,0.25,15,14.266666666666667,4.542056074766355,8.13,60.65,0.0503597122302158,2,2,2,2
4,1,1,5.0,5.0,7.04,66.4,0.2,6,9.833333333333334,4.169491525423729,6.8,86.91,0.0204081632653061,2,1,2,1
4,1,1,16.0,5.125,11.75,39.33,0.0625,14,17.0,4.142857142857143,7.48,80.21,0.0921985815602836,2,2,2,2
1,1,1,5.0,4.8,10.2,66.4,-0.2,10,22.6,3.699115044247788,6.84,83.59,0.023076923076923,0,0,0,0
3,1,1,2.0,12.0,19.53,-91.3,-0.5,7,14.857142857142858,4.105769230769231,7.72,81.73,0.0,0,2,0,2
5,1,1,3.0,3.333333333333333,0.15,119.19,0.3333333333333333,2,17.0,3.852941176470588,6.8,96.52,0.1034482758620689,2,1,2,1
2,1,2,3.5,4.142857142857143,10.75,89.75,0.0,3,11.666666666666666,3.742857142857143,7.05,94.15,0.0,0,2,0,2
4,1,1,11.0,4.818181818181818,8.49,94.15,0.0909090909090909,13,19.76923076923077,3.852140077821012,7.84,86.03,0.0326797385620915,2,2,2,2
5,1,1,5.0,4.8,0.25,83.32,0.4,4,13.75,5.163636363636364,9.49,65.93,0.1489361702127659,2,2,2,2
5,1,2,5.5,3.636363636363636,0.25,100.24,0.0,18,18.55555555555556,4.254491017964072,7.0,86.33,0.0199004975124378,2,0,2,0
5,1,1,3.0,6.666666666666667,14.31,59.97,0.25,6,11.833333333333334,4.028169014084507,8.07,83.25,0.0517241379310344,2,2,2,2
1,1,1,7.0,3.857142857142857,6.57,90.77,-0.1428571428571428,7,13.285714285714286,4.311827956989247,7.86,83.36,0.0,0,0,0,0
5,1,1,4.0,4.25,0.2,118.18,0.25,4,19.0,4.131578947368421,6.86,86.03,0.0847457627118644,2,2,2,2
3,1,1,3.0,3.0,9.05,119.19,0.0,5,7.4,4.891891891891892,6.99,72.42,-0.0256410256410256,1,1,1,1
5,1,1,2.0,7.0,19.53,35.61,0.5,3,10.0,4.366666666666666,7.29,86.71,0.0357142857142857,2,2,2,2
5,1,1,2.0,6.0,11.63,35.61,0.6666666666666666,8,16.125,4.24031007751938,8.23,80.51,0.0326086956521739,2,1,2,1
4,1,1,2.0,6.5,0.1,77.91,0.0,2,12.0,4.416666666666667,7.52,84.68,0.0952380952380952,2,2,2,2
5,1,1,7.0,4.857142857142857,13.01,89.75,0.2857142857142857,10,16.3,3.969325153374233,7.27,88.87,0.0373831775700934,2,2,2,2
5,1,1,14.0,4.142857142857143,7.71,99.57,0.0,19,17.36842105263158,4.466666666666667,7.76,77.16,0.0718232044198895,2,2,2,2
5,1,2,2.0,5.25,11.73,50.5,0.2,15,18.73333333333333,3.807829181494662,6.48,86.44,0.0259740259740259,2,0,2,0
4,1,1,3.0,3.333333333333333,9.05,119.19,0.3333333333333333,13,13.538461538461538,3.710227272727273,6.27,92.32,0.0384615384615384,2,2,2,2
4,1,1,8.0,5.875,15.88,80.28,0.0,10,28.3,4.360424028268551,7.33,68.13,0.0354609929078014,1,2,1,2
5,1,1,3.0,6.333333333333333,9.05,59.97,0.5,6,12.5,3.7466666666666666,7.15,93.44,0.1,2,2,2,2
5,1,2,6.0,5.333333333333333,9.2,90.77,-0.0769230769230769,11,17.454545454545453,4.328125,7.46,75.84,0.03125,1,1,1,1
3,1,1,3.0,4.333333333333333,0.15,119.19,0.3333333333333333,3,21.0,4.523809523809524,7.46,75.84,0.0625,0,2,0,2
3,1,2,1.5,5.333333333333333,19.58,93.81,0.0,4,18.0,4.597222222222222,8.7,78.59,0.0,1,2,1,2
4,1,1,2.0,6.0,19.53,77.91,0.0,4,12.0,4.208333333333333,8.67,93.64,0.0526315789473684,1,2,1,2
5,1,1,2.0,5.5,11.63,120.21,0.5,5,12.6,4.301587301587301,7.52,92.53,0.0833333333333333,2,2,2,2
5,1,1,3.0,2.6666666666666665,0.1,120.21,0.3333333333333333,17,14.470588235294118,4.630081300813008,7.79,70.63,0.0419161676646706,2,2,2,2
5,1,1,9.0,4.0,9.35,113.1,0.1,7,15.571428571428571,4.348623853211009,7.6,78.59,0.0987654320987654,2,2,2,2
5,1,1,5.0,2.4,0.2,118.18,0.2,18,11.833333333333334,4.633802816901408,7.74,75.71,0.0425531914893617,2,2,2,2
2,1,1,5.0,4.4,7.04,100.24,0.0,17,8.529411764705882,4.56551724137931,8.04,87.01,0.0095238095238095,2,0,2,0
5,1,1,4.0,8.25,11.73,-34.11,0.5,6,13.666666666666666,4.280487804878049,8.37,83.86,0.0666666666666666,2,1,2,1
4,1,1,2.0,8.5,11.63,-6.7,0.0,6,12.166666666666666,4.438356164383562,7.86,82.24,0.0,1,1,1,1
5,1,1,3.0,2.6666666666666665,0.1,120.21,0.3333333333333333,18,10.38888888888889,4.4171122994652405,6.83,84.98,0.048780487804878,2,2,2,2
5,1,1,3.0,5.0,0.15,93.81,0.3333333333333333,10,23.1,4.051948051948052,7.38,79.33,0.0869565217391304,2,2,2,2
1,1,1,9.0,4.0,0.45,104.64,0.2222222222222222,24,15.208333333333334,4.120547945205479,7.48,82.14,0.0307692307692307,0,2,0,2
5,1,1,2.0,7.0,0.1,77.91,0.5,8,14.375,3.5130434782608697,6.06,91.61,0.0307692307692307,2,2,2,2
5,1,1,4.0,5.5,7.78,92.8,0.2,5,14.6,4.465753424657534,8.84,82.65,0.0338983050847457,2,2,2,2
3,1,1,3.0,4.333333333333333,14.31,93.81,0.0,16,14.125,4.013274336283186,6.78,91.0,0.05,1,1,1,1
5,1,1,1.0,9.0,0.05,-47.99,0.5,11,15.909090909090908,4.645714285714286,8.59,64.71,0.0619469026548672,2,2,2,2
5,1,1,1.0,7.0,0.05,36.62,1.0,6,9.166666666666666,4.127272727272727,7.61,78.25,0.0454545454545454,2,2,2,2
4,1,1,3.0,8.0,9.05,34.59,0.3333333333333333,4,10.25,3.707317073170732,7.52,92.12,0.0714285714285714,2,2,2,2
5,1,1,3.0,5.333333333333333,19.58,59.97,0.0,18,12.88888888888889,4.163793103448276,7.54,83.76,0.0359712230215827,1,1,1,1
5,1,1,3.0,4.666666666666667,9.05,119.19,0.25,12,17.333333333333332,4.197115384615385,7.51,80.31,-0.0151515151515151,2,2,2,2
2,1,1,3.0,4.666666666666667,0.15,119.19,0.0,5,16.6,4.349397590361446,9.27,72.56,0.0163934426229508,0,2,0,2
3,1,1,2.0,6.0,0.1,120.21,-0.5,2,15.5,4.548387096774194,8.59,81.63,-0.0416666666666666,1,1,1,1
4,1,1,9.0,3.888888888888889,7.59,104.64,0.1111111111111111,12,21.916666666666668,4.239543726235741,8.25,75.03,0.0434782608695652,2,1,2,1
3,1,1,6.0,6.166666666666667,9.2,73.85,0.0,11,14.272727272727272,3.840764331210191,7.16,90.8,0.1047619047619047,1,2,1,2
5,1,1,3.0,4.333333333333333,0.15,119.19,0.3333333333333333,16,11.75,4.031914893617022,6.6,84.17,-0.0089285714285714,2,0,2,0
4,1,2,10.0,3.75,7.9,94.49,0.0476190476190476,20,16.2,4.064814814814815,7.6,78.59,0.0329670329670329,2,1,2,1
2,1,1,4.0,5.25,7.78,75.88,-0.25,28,9.285714285714286,4.211538461538462,7.4,87.52,0.0359712230215827,0,0,0,0
5,1,1,9.0,4.555555555555555,9.95,80.28,0.2222222222222222,8,21.0,3.886904761904762,7.32,84.1,0.0701754385964912,2,2,2,2
3,1,1,9.0,5.555555555555555,9.35,62.34,0.0,5,13.6,4.014705882352941,7.79,91.51,-0.0208333333333333,0,0,0,0
4,1,1,4.0,5.75,7.78,50.5,0.25,7,14.571428571428571,3.9607843137254894,7.07,91.11,0.0845070422535211,2,2,2,2
5,1,1,5.0,5.0,10.2,83.32,0.0,35,14.028571428571428,4.1853360488798375,7.73,80.92,0.0398406374501992,1,2,1,2
5,1,1,7.0,4.285714285714286,0.35,106.67,0.0,60,15.133333333333333,4.398678414096916,7.57,73.88,0.0386740331491712,1,2,1,2
3,1,1,3.0,6.0,9.05,59.97,0.6666666666666666,6,26.33333333333333,4.044303797468355,7.48,70.97,0.0416666666666666,2,1,2,1
4,1,1,2.0,5.5,19.53,120.21,0.0,7,13.0,4.417582417582418,7.86,72.97,-0.0147058823529411,1,1,1,1
5,1,1,4.0,4.75,0.2,75.88,0.25,36,16.52777777777778,4.942857142857143,9.06,62.58,0.0352564102564102,2,2,2,2
4,1,1,4.0,7.0,11.73,50.5,0.0,38,18.34210526315789,4.888091822094691,8.56,61.46,0.0143266475644699,1,2,1,2
4,1,1,9.0,4.444444444444445,9.35,104.64,0.1428571428571428,13,13.692307692307692,4.280898876404494,7.24,82.95,0.0491803278688524,1,2,1,2
5,1,3,2.333333333333333,6.285714285714286,8.32,67.92,0.1111111111111111,32,18.96875,4.373970345963756,7.84,73.21,0.015432098765432,1,0,1,0
4,1,1,5.0,5.0,13.36,66.4,0.0,13,17.307692307692307,3.96,6.6,87.76,0.0151515151515151,1,1,1,1
5,1,1,1.0,4.0,0.05,121.22,0.5,8,14.625,4.555555555555555,7.89,82.14,0.0459770114942528,2,2,2,2
5,1,1,4.0,5.25,11.73,75.88,0.0,5,4.6,4.304347826086956,6.67,99.43,0.125,1,2,1,2
5,1,2,3.0,5.833333333333333,14.46,48.47,0.0,29,23.379310344827587,4.138643067846608,6.8,73.21,0.0137457044673539,2,1,2,1
5,1,1,2.0,6.0,11.63,-6.7,0.0,36,18.22222222222222,4.663109756097561,8.36,70.13,0.0508982035928143,1,1,1,1
5,1,1,5.0,4.6,7.04,83.32,0.2,8,19.125,4.359477124183006,8.18,86.54,0.0288461538461538,2,1,2,1
3,1,1,4.0,4.25,11.73,92.8,0.0,4,12.25,3.693877551020408,5.21,101.29,0.073170731707317,1,0,1,0
5,1,1,4.0,5.0,7.78,92.8,0.0,5,14.8,3.918918918918919,6.98,82.24,0.0566037735849056,2,2,2,2
5,1,1,2.0,8.0,11.63,-6.7,0.5,5,13.4,4.059701492537314,7.36,83.25,0.0784313725490196,2,2,2,2
4,1,1,2.0,6.0,11.63,77.91,0.5,3,11.333333333333334,3.676470588235294,6.05,93.85,0.1481481481481481,2,2,2,2
5,1,1,3.0,6.0,9.05,59.97,0.6666666666666666,5,24.2,4.1735537190082646,8.15,72.9,0.0229885057471264,2,2,2,2
5,1,1,2.0,5.5,11.63,120.21,0.5,4,10.5,4.357142857142857,9.87,60.14,0.0,2,2,2,2
5,1,1,2.0,7.5,11.63,35.61,0.5,3,17.666666666666668,4.358490566037736,7.89,71.14,0.0697674418604651,2,2,2,2
5,1,1,3.0,5.0,9.05,59.97,0.3333333333333333,12,19.83333333333333,4.243697478991597,7.49,74.93,0.0217391304347826,2,1,2,1
5,1,1,6.0,3.5,6.57,116.15,0.0,63,14.507936507936508,4.365426695842451,6.84,82.14,0.0187165775401069,1,2,1,2
5,1,2,2.5,3.8,0.25,117.16,0.25,6,18.0,3.601851851851852,6.94,87.86,0.0597014925373134,2,2,2,2
5,1,1,3.0,5.0,0.15,93.81,0.3333333333333333,5,19.4,3.896907216494845,6.79,78.38,0.0483870967741935,2,2,2,2
5,1,1,3.0,7.0,19.58,9.21,0.0,4,21.25,3.8117647058823527,6.19,84.2,0.0847457627118644,1,2,1,2
5,1,1,6.0,4.333333333333333,6.57,99.23,0.2,2,7.5,4.266666666666667,9.62,81.29,0.2,2,2,2,2
5,1,1,2.0,9.5,19.53,-6.7,0.3333333333333333,27,10.666666666666666,4.267361111111111,7.3,85.49,0.0818713450292397,2,2,2,2
5,1,1,5.0,4.6,7.04,100.24,0.0,6,10.166666666666666,4.622950819672131,8.54,86.5,0.0888888888888888,2,2,2,2
5,1,1,5.0,4.6,0.25,117.16,0.0,5,20.4,4.019607843137255,7.28,84.61,0.075,1,2,1,2
5,1,1,5.0,4.4,7.04,83.32,0.2,4,12.75,4.137254901960785,7.85,84.68,0.0238095238095238,2,2,2,2
5,1,1,4.0,5.5,7.78,75.88,0.25,5,20.0,4.09,8.18,77.16,-0.027027027027027,2,1,2,1
5,1,1,2.0,7.0,19.53,35.61,0.5,17,22.0,4.278074866310161,7.75,75.34,0.0510204081632653,2,1,2,1
5,1,1,2.0,4.5,0.1,77.91,0.0,17,21.23529411764705,4.43213296398892,7.75,75.34,0.0510204081632653,1,1,1,1
4,1,1,6.0,4.166666666666667,0.3,116.15,0.1666666666666666,10,10.6,3.981132075471698,6.56,94.66,0.0512820512820512,2,2,2,2
4,1,1,10.0,4.7,11.1,45.42,0.1,4,18.0,4.305555555555555,7.38,87.05,0.125,2,2,2,2
5,1,1,2.0,8.0,19.53,35.61,0.3333333333333333,10,11.2,4.241071428571429,8.29,77.94,0.0526315789473684,2,2,2,2
4,1,1,4.0,5.75,11.73,50.5,0.0,3,31.666666666666668,4.536842105263158,8.88,56.63,0.054054054054054,1,2,1,2
4,1,1,7.0,3.2857142857142856,9.2,99.23,0.1428571428571428,13,15.538461538461538,4.356435643564357,8.74,80.01,0.0694444444444444,2,2,2,2
3,1,1,5.0,5.4,10.2,83.32,-0.2,3,30.33333333333333,4.351648351648351,8.96,66.1,0.0147058823529411,0,2,0,2
5,1,2,3.5,6.142857142857143,14.31,51.51,0.4285714285714285,7,21.571428571428573,4.417218543046357,9.3,67.08,0.0,2,2,2,2
